
260.90,-360.81,0.54,0.00,0.00,0.00,7.05,0.09,9.65,-11.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,-1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,-1.63,4.34,-3.49,8.39,-5.22,12.50,-6.81,16.66,-8.25,20.87,-9.56,25.12,-10.72,29.40,-11.74,33.72,-12.61,38.07,-13.33,42.44,-13.90,46.82,-14.33,51.22,-14.61,55.44,-14.73,-1.19,-4.78,2.91,-6.69,7.07,-8.46,11.29,-10.09,15.57,-11.58,19.89,-12.92,24.25,-14.11,28.66,-15.16,33.09,-16.05,37.55,-16.79,42.04,-17.38,46.54,-17.82,51.06,-18.10,55.40,-18.23,0.07,-1.50,4.06,-3.37,8.11,-5.10,12.22,-6.70,16.37,-8.16,20.58,-9.47,24.82,-10.64,29.11,-11.67,33.43,-12.55,37.77,-13.28,42.14,-13.87,46.52,-14.31,50.92,-14.59,55.32,-14.73,-6.09,-14.07,-1.67,-16.14,2.81,-18.06,7.36,-19.83,11.97,-21.45,16.63,-22.90,21.33,-24.20,26.08,-25.34,30.86,-26.31,35.67,-27.13,40.51,-27.78,45.37,-28.26,50.24,-28.58,55.12,-28.73

231.53,-364.10,0.30,0.00,0.00,0.00,6.25,-0.19,19.38,-9.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.81,-1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,1.31,6.30,-0.18,11.07,-1.66,15.84,-3.15,20.38,-4.55,24.63,-5.73,28.91,-6.76,33.23,-7.65,37.57,-8.39,41.94,-8.98,46.32,-9.43,50.71,-9.72,55.12,-9.87,59.52,-9.86,0.48,-2.03,5.26,-3.52,10.03,-5.00,14.80,-6.49,19.39,-7.91,23.75,-9.12,28.15,-10.18,32.58,-11.09,37.04,-11.85,41.52,-12.46,46.02,-12.91,50.54,-13.22,55.06,-13.37,59.58,-13.36,1.65,1.27,6.43,-0.22,11.20,-1.70,15.97,-3.19,20.50,-4.58,24.75,-5.76,29.03,-6.79,33.34,-7.67,37.69,-8.41,42.05,-9.00,46.44,-9.44,50.83,-9.73,55.24,-9.87,59.64,-9.86,-2.51,-12.10,2.26,-13.58,7.04,-15.07,11.81,-16.56,16.54,-18.01,21.24,-19.31,25.99,-20.45,30.77,-21.43,35.58,-22.25,40.42,-22.90,45.28,-23.39,50.15,-23.71,55.02,-23.87,59.91,-23.86

251.84,-364.07,-0.00,0.00,0.00,0.00,7.03,0.06,16.17,-2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.05,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,1.59,5.36,1.72,9.76,2.01,14.14,2.44,18.51,3.02,22.85,3.75,27.17,4.62,31.45,5.65,35.70,6.81,39.91,8.12,44.07,9.57,48.18,11.17,52.23,12.90,56.22,14.77,1.00,-1.91,5.52,-1.77,10.04,-1.48,14.54,-1.04,19.03,-0.44,23.49,0.31,27.92,1.21,32.32,2.26,36.69,3.45,41.01,4.80,45.28,6.29,49.50,7.93,53.66,9.70,57.75,11.62,0.73,1.59,5.14,1.71,9.53,1.99,13.92,2.41,18.29,2.99,22.63,3.71,26.95,4.58,31.24,5.59,35.49,6.75,39.70,8.05,43.86,9.50,47.97,11.08,52.02,12.81,56.01,14.67,0.89,-12.41,5.77,-12.27,10.64,-11.97,15.50,-11.50,20.34,-10.86,25.16,-10.06,29.94,-9.10,34.69,-7.98,39.40,-6.69,44.06,-5.25,48.67,-3.65,53.23,-1.89,57.72,0.02,62.14,2.08

269.61,-365.62,-0.54,0.00,0.00,0.00,6.29,-0.89,9.05,6.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.27,3.58,4.20,6.92,7.25,10.16,10.41,13.29,13.68,16.30,17.05,19.20,20.52,21.98,24.09,24.64,27.75,27.17,31.50,29.58,35.34,31.85,39.25,33.98,43.24,35.98,47.30,2.35,-1.43,5.89,1.58,9.32,4.70,12.64,7.95,15.86,11.30,18.95,14.76,21.93,18.33,24.78,21.99,27.51,25.75,30.11,29.59,32.57,33.53,34.90,37.54,37.10,41.64,39.15,45.80,-2.13,3.94,1.22,6.79,4.48,9.76,7.63,12.84,10.68,16.02,13.62,19.30,16.45,22.68,19.15,26.15,21.74,29.72,24.21,33.37,26.55,37.10,28.76,40.91,30.85,44.79,32.80,48.74,6.76,-6.88,10.47,-3.71,14.08,-0.43,17.58,2.98,20.95,6.50,24.21,10.14,27.34,13.89,30.34,17.73,33.21,21.68,35.94,25.73,38.54,29.86,40.99,34.08,43.29,38.38,45.45,42.76

288.00,-365.92,0.33,0.00,0.00,0.00,6.78,0.42,11.22,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.36,5.84,1.22,10.48,1.24,15.12,1.41,19.76,1.75,24.37,2.24,28.97,2.88,33.54,3.68,38.09,4.64,42.60,5.75,47.07,7.01,51.49,8.43,55.86,9.99,60.18,11.70,1.04,-2.13,5.80,-2.28,10.56,-2.26,15.32,-2.08,20.07,-1.74,24.80,-1.24,29.52,-0.58,34.21,0.25,38.87,1.23,43.49,2.37,48.07,3.66,52.61,5.11,57.09,6.71,61.52,8.47,1.34,8.37,5.74,8.23,10.15,8.23,14.55,8.39,18.94,8.70,23.32,9.16,27.69,9.77,32.03,10.52,36.34,11.42,40.62,12.47,44.86,13.66,49.06,14.99,53.21,16.47,57.31,18.09,0.65,-5.62,5.53,-5.77,10.41,-5.76,15.29,-5.59,20.16,-5.24,25.01,-4.74,29.85,-4.07,34.66,-3.23,39.44,-2.23,44.18,-1.07,48.88,0.25,53.53,1.73,58.13,3.36,62.67,5.15

295.27,-360.78,0.64,0.00,0.00,0.00,4.04,-0.38,10.41,-2.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,-1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,1.83,5.75,0.56,10.13,-0.57,14.55,-1.54,19.00,-2.37,23.48,-3.04,27.97,-3.56,32.48,-3.93,37.00,-4.14,41.52,-4.20,46.05,-4.11,50.56,-3.87,55.07,-3.47,59.56,-2.91,0.37,-1.51,4.83,-2.82,9.32,-3.97,13.86,-4.97,18.42,-5.82,23.01,-6.51,27.63,-7.04,32.25,-7.42,36.89,-7.64,41.53,-7.70,46.18,-7.61,50.81,-7.36,55.44,-6.95,60.05,-6.38,2.26,5.23,6.48,3.99,10.75,2.88,15.05,1.93,19.38,1.12,23.73,0.46,28.11,-0.06,32.50,-0.42,36.90,-0.64,41.30,-0.71,45.71,-0.62,50.11,-0.39,54.50,-0.01,58.87,0.52,-1.93,-8.13,2.75,-9.51,7.48,-10.73,12.24,-11.79,17.04,-12.69,21.86,-13.42,26.71,-13.99,31.58,-14.39,36.45,-14.63,41.33,-14.70,46.21,-14.61,51.08,-14.35,55.95,-13.93,60.79,-13.34

309.53,-350.35,0.50,0.00,0.00,0.00,6.64,-0.16,10.75,-3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,1.51,5.14,1.42,9.55,1.48,13.95,1.68,18.34,2.04,22.72,2.54,27.07,3.20,31.41,4.00,35.71,4.95,39.98,6.04,44.20,7.28,48.39,8.66,52.52,10.18,56.60,11.84,0.61,-1.99,5.13,-2.08,9.65,-2.02,14.17,-1.81,18.68,-1.44,23.18,-0.92,27.65,-0.25,32.10,0.57,36.52,1.54,40.90,2.67,45.24,3.94,49.54,5.36,53.79,6.92,57.98,8.62,0.63,1.51,5.03,1.42,9.44,1.47,13.84,1.68,18.23,2.03,22.60,2.53,26.96,3.18,31.29,3.98,35.60,4.92,39.87,6.01,44.09,7.25,48.28,8.62,52.42,10.14,56.50,11.80,0.08,-12.48,4.96,-12.58,9.84,-12.52,14.72,-12.30,19.59,-11.91,24.43,-11.35,29.26,-10.63,34.06,-9.75,38.83,-8.70,43.56,-7.49,48.24,-6.13,52.88,-4.60,57.46,-2.92,61.98,-1.08

327.44,-339.69,0.61,0.00,0.00,0.00,7.05,0.05,4.66,-3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.98,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,1.61,5.16,1.75,9.56,2.03,13.94,2.46,18.31,3.04,22.65,3.77,26.97,4.64,31.25,5.67,35.50,6.83,39.71,8.14,43.87,9.59,47.98,11.19,52.03,12.92,55.88,14.72,0.80,-1.89,5.32,-1.75,9.84,-1.46,14.34,-1.02,18.83,-0.42,23.29,0.33,27.72,1.23,32.12,2.28,36.49,3.47,40.81,4.82,45.08,6.31,49.30,7.94,53.46,9.72,57.41,11.57,0.70,1.61,5.11,1.74,9.50,2.03,13.89,2.45,18.25,3.03,22.60,3.76,26.92,4.63,31.20,5.65,35.45,6.82,39.66,8.12,43.82,9.58,47.93,11.17,51.98,12.89,55.97,14.76,0.88,-12.39,5.76,-12.24,10.63,-11.93,15.49,-11.45,20.33,-10.81,25.14,-10.01,29.93,-9.04,34.67,-7.91,39.38,-6.62,44.04,-5.17,48.65,-3.56,53.20,-1.80,57.69,0.11,62.11,2.18

343.64,-326.05,0.77,0.00,0.00,0.00,7.06,0.09,-2.81,-3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,1.63,5.36,1.77,9.76,2.06,14.14,2.49,18.51,3.08,22.85,3.82,27.17,4.70,31.45,5.73,35.70,6.90,38.38,7.72,41.91,8.90,45.33,10.15,48.57,11.44,51.55,12.72,1.01,-1.87,5.53,-1.73,10.05,-1.43,14.55,-0.98,19.03,-0.38,23.49,0.38,27.93,1.28,32.33,2.34,36.69,3.54,39.44,4.39,43.07,5.60,46.58,6.88,49.90,8.20,52.97,9.52,0.82,1.62,5.22,1.76,9.62,2.04,14.00,2.48,18.37,3.06,22.71,3.79,27.03,4.67,31.32,5.69,35.56,6.86,39.77,8.17,43.93,9.63,48.03,11.22,52.08,12.95,56.07,14.82,1.01,-12.37,5.89,-12.22,10.76,-11.91,15.62,-11.43,20.46,-10.78,25.27,-9.97,30.05,-9.00,34.80,-7.87,39.51,-6.57,44.16,-5.12,48.77,-3.51,53.32,-1.74,57.81,0.18,62.23,2.25
